model,dataset,split,rmse,mae,r2,inversed,model_path
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=1)",hot,test,95.7356,58.9957,0.7366,False,../models/rf_300_estimators_30_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=5)",hot,train,76.9649,46.1307,0.8266,False,../models/rf_300_estimators_30_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=5)",hot,val,97.7836,59.0931,0.7212,False,../models/rf_300_estimators_30_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=5)",hot,test,98.1562,60.1959,0.7232,False,../models/rf_300_estimators_30_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=10)",hot,train,82.6661,49.8894,0.8,False,../models/rf_300_estimators_30_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=10)",hot,val,99.3947,60.2395,0.712,False,../models/rf_300_estimators_30_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=10)",hot,test,99.9219,61.5947,0.7131,False,../models/rf_300_estimators_30_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=20)",hot,train,93.1196,57.1972,0.7462,False,../models/rf_300_estimators_30_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=20)",hot,val,102.8582,63.0681,0.6916,False,../models/rf_300_estimators_30_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=20)",hot,test,103.229,64.1351,0.6938,False,../models/rf_300_estimators_30_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=1)",hot,train,76.6184,47.4256,0.8282,False,../models/rf_300_estimators_30_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=1)",hot,val,97.1656,59.2773,0.7248,False,../models/rf_300_estimators_30_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=1)",hot,test,97.5863,60.4799,0.7264,False,../models/rf_300_estimators_30_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=5)",hot,train,82.3657,50.033,0.8015,False,../models/rf_300_estimators_30_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=5)",hot,val,99.1749,60.2445,0.7133,False,../models/rf_300_estimators_30_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=5)",hot,test,99.6954,61.4961,0.7144,False,../models/rf_300_estimators_30_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=10)",hot,train,86.2084,52.3821,0.7825,False,../models/rf_300_estimators_30_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=10)",hot,val,100.2396,60.9508,0.7071,False,../models/rf_300_estimators_30_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=10)",hot,test,100.8582,62.3536,0.7077,False,../models/rf_300_estimators_30_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=20)",hot,train,93.0115,57.1247,0.7468,False,../models/rf_300_estimators_30_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=20)",hot,val,102.7773,62.9952,0.692,False,../models/rf_300_estimators_30_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=30, min_samples_leaf=20)",hot,test,103.1503,64.0947,0.6943,False,../models/rf_300_estimators_30_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=1)",hot,train,31.7579,18.8551,0.9705,False,../models/rf_300_estimators_40_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=1)",hot,val,88.1092,51.3731,0.7737,False,../models/rf_300_estimators_40_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=1)",hot,test,87.5889,52.1223,0.7796,False,../models/rf_300_estimators_40_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=5)",hot,train,68.2421,39.8668,0.8637,False,../models/rf_300_estimators_40_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=5)",hot,val,95.5264,57.0873,0.734,False,../models/rf_300_estimators_40_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=5)",hot,test,96.1376,58.4656,0.7344,False,../models/rf_300_estimators_40_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=10)",hot,train,82.6667,49.8701,0.8,False,../models/rf_300_estimators_40_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=10)",hot,val,99.4463,60.2181,0.7117,False,../models/rf_300_estimators_40_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=10)",hot,test,99.9342,61.5776,0.713,False,../models/rf_300_estimators_40_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=20)",hot,train,93.054,57.1732,0.7466,False,../models/rf_300_estimators_40_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=20)",hot,val,102.841,63.0283,0.6917,False,../models/rf_300_estimators_40_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=2, min_samples_leaf=20)",hot,test,103.1761,64.1284,0.6941,False,../models/rf_300_estimators_40_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=1)",hot,train,54.1315,32.3691,0.9142,False,../models/rf_300_estimators_40_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=1)",hot,val,91.7835,54.7228,0.7544,False,../models/rf_300_estimators_40_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=1)",hot,test,92.32,56.0026,0.7551,False,../models/rf_300_estimators_40_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=5)",hot,train,68.2819,39.8983,0.8635,False,../models/rf_300_estimators_40_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=5)",hot,val,95.6518,57.131,0.7333,False,../models/rf_300_estimators_40_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=5)",hot,test,96.0592,58.4403,0.7349,False,../models/rf_300_estimators_40_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=10)",hot,train,82.7256,49.904,0.7997,False,../models/rf_300_estimators_40_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=10)",hot,val,99.4529,60.2115,0.7116,False,../models/rf_300_estimators_40_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=10)",hot,test,99.9103,61.5629,0.7132,False,../models/rf_300_estimators_40_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=20)",hot,train,93.0781,57.1588,0.7465,False,../models/rf_300_estimators_40_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=20)",hot,val,102.8301,63.0221,0.6917,False,../models/rf_300_estimators_40_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=10, min_samples_leaf=20)",hot,test,103.2414,64.1119,0.6937,False,../models/rf_300_estimators_40_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=1)",hot,train,68.7914,42.1981,0.8615,False,../models/rf_300_estimators_40_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=1)",hot,val,95.4394,57.6963,0.7344,False,../models/rf_300_estimators_40_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=1)",hot,test,95.5267,58.8924,0.7378,False,../models/rf_300_estimators_40_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=5)",hot,train,76.9662,46.0946,0.8266,False,../models/rf_300_estimators_40_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=5)",hot,val,97.6817,58.9636,0.7218,False,../models/rf_300_estimators_40_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=5)",hot,test,98.1082,60.1976,0.7234,False,../models/rf_300_estimators_40_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=10)",hot,train,82.6241,49.8595,0.8002,False,../models/rf_300_estimators_40_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=10)",hot,val,99.4147,60.2291,0.7119,False,../models/rf_300_estimators_40_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=10)",hot,test,99.855,61.545,0.7135,False,../models/rf_300_estimators_40_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=20)",hot,train,93.1384,57.1922,0.7461,False,../models/rf_300_estimators_40_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=20)",hot,val,102.9417,63.0895,0.6911,False,../models/rf_300_estimators_40_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=20, min_samples_leaf=20)",hot,test,103.1966,64.1137,0.694,False,../models/rf_300_estimators_40_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=1)",hot,train,76.5441,47.3458,0.8285,False,../models/rf_300_estimators_40_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=1)",hot,val,97.3448,59.2785,0.7237,False,../models/rf_300_estimators_40_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=1)",hot,test,97.8199,60.5285,0.725,False,../models/rf_300_estimators_40_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=5)",hot,train,82.4392,50.0508,0.8011,False,../models/rf_300_estimators_40_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=5)",hot,val,99.2021,60.2667,0.7131,False,../models/rf_300_estimators_40_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=5)",hot,test,99.623,61.3873,0.7148,False,../models/rf_300_estimators_40_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=10)",hot,train,86.2036,52.4021,0.7825,False,../models/rf_300_estimators_40_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=10)",hot,val,100.3968,61.0987,0.7061,False,../models/rf_300_estimators_40_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=10)",hot,test,100.8307,62.3105,0.7079,False,../models/rf_300_estimators_40_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=20)",hot,train,93.0341,57.1303,0.7467,False,../models/rf_300_estimators_40_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=20)",hot,val,102.8085,62.9992,0.6919,False,../models/rf_300_estimators_40_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=40, min_samples_split=30, min_samples_leaf=20)",hot,test,103.0768,64.0044,0.6947,False,../models/rf_300_estimators_40_depth_30_minsplit_20_minleaf_hot.pkl
